clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,risk_level,churn_score
787456608,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,15,6,2,2,4158.0,1635,2523.0,0.778,1678,37,0.542,0.393,Low,1.196565367965368
717090183,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,21697.0,2144,19553.0,0.654,2117,48,0.655,0.099,Low,0.7494446513342858
772782708,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,40,5,2,2,31383.0,1688,29695.0,0.765,1721,56,0.75,0.054,Low,1.0269361246534747
710722908,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,36,3,1,0,30883.0,1694,29189.0,0.86,1267,23,0.533,0.055,Low,0.3274556552148431
795155433,Existing Customer,45,M,3,,Married,$80K - $120K,Blue,38,6,3,1,12918.0,1345,11573.0,1.061,1562,33,1.2,0.104,Low,1.152035485369252
715271733,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,8520.0,814,7706.0,0.504,1193,35,0.346,0.096,Low,0.9478619718309859
771706308,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34,4,3,2,14310.0,694,13616.0,0.558,1254,34,0.478,0.048,Low,1.3241492662473793
713989233,Existing Customer,61,M,0,Post-Graduate,Married,abc,Blue,53,6,2,3,14434.0,1927,12507.0,2.675,1731,32,3.571,0.134,Low,1.2668512678398227
780198258,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,5,2,1,7793.0,1705,6088.0,0.597,1099,39,0.696,0.219,Low,0.9094358270242526
802002858,Attrited Customer,62,F,1,High School,Married,abc,Blue,56,2,1,2,8990.0,0,8990.0,0.935,747,19,0.583,0.0,Low,0.7
716290233,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,6,2,3,4343.0,0,4343.0,0.563,1352,35,0.944,0.0,Low,1.2000000000000002
828298908,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,50,4,2,0,2872.0,2035,837.0,0.613,1770,47,0.741,0.709,Low,0.9543696378830083
788946783,Existing Customer,50,M,2,,Single,$120K +,Blue,36,5,1,3,9697.0,0,9697.0,0.759,1812,50,0.923,0.0,Low,0.9000000000000001
720697908,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,3,3,1,2967.0,1843,1124.0,0.681,1673,58,0.526,0.621,Low,1.410549848331648
780598383,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,2148.0,1545,603.0,0.682,2167,65,0.512,0.719,Medium,1.6595821229050276
715345833,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,6116.0,2517,3599.0,0.691,2369,56,0.75,0.412,Low,1.3058630477436233
710831133,Existing Customer,42,M,3,,Married,$80K - $120K,Blue,36,5,2,2,18085.0,1487,16598.0,0.792,1582,47,1.043,0.082,Low,1.0410668509814762
766706358,Existing Customer,39,F,2,,Married,Less than $40K,Blue,32,6,3,0,2524.0,1395,1129.0,1.048,1800,33,0.5,0.553,Low,1.17640824088748
816533733,Existing Customer,50,M,1,,Married,$80K - $120K,Blue,45,5,2,2,33951.0,0,33951.0,0.822,1567,44,0.467,0.0,Low,1.0
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,3312.0,0,3312.0,0.698,647,19,0.462,0.0,Low,1.2999999999999998
721433283,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,9956.0,1117,8839.0,0.515,1447,39,0.696,0.112,Low,1.0560580956207313
720680058,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,3888.0,1663,2225.0,0.664,1145,37,0.423,0.428,Low,1.1139179012345681
716909283,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,3,1,3,30655.0,0,30655.0,0.475,3280,78,0.625,0.0,Low,0.9000000000000001
754654383,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,23,4,2,0,2997.0,1393,1604.0,1.12,1577,35,0.522,0.465,Low,0.8324394394394394
719226333,Existing Customer,44,M,4,,Single,$60K - $80K,Blue,24,5,3,2,11042.0,2211,8831.0,0.897,1140,25,0.786,0.2,Low,1.4000706393769242
779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,3386.0,1794,1592.0,0.671,1736,40,1.105,0.53,Medium,1.5649486119314824
718206783,Existing Customer,45,F,4,,Single,Less than $40K,Gold,36,6,1,3,15987.0,1648,14339.0,0.732,1436,36,1.25,0.103,Low,0.9515251266654158
715783758,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,30,5,3,3,25188.0,1295,23893.0,0.557,1513,38,0.583,0.051,Medium,1.5256240114340163
771190083,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,2410.0,1705,705.0,0.798,2505,69,0.568,0.707,Low,1.1536406639004149
713135883,Existing Customer,65,F,0,High School,Married,abc,Blue,53,4,3,0,4315.0,717,3598.0,0.808,1723,51,0.5,0.166,Low,0.9830493626882966
778799583,Existing Customer,35,F,0,,Married,Less than $40K,Blue,24,6,1,1,2592.0,2227,365.0,0.633,1695,48,0.548,0.859,Low,0.9295546296296295
808796208,Existing Customer,54,F,2,,Divorced,$40K - $60K,Blue,49,5,3,2,5476.0,2517,2959.0,0.967,1532,44,0.692,0.46,Medium,1.5298926223520817
708313608,Existing Customer,53,M,3,,Married,$80K - $120K,Blue,43,5,3,0,2464.0,2116,348.0,0.744,2110,43,1.048,0.859,Low,1.32942987012987
779330208,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,2378.0,1610,768.0,0.448,1807,45,0.607,0.677,Medium,1.5385118587047941
794498733,Existing Customer,40,M,2,,Single,$120K +,Blue,21,6,4,3,20056.0,1602,18454.0,0.466,1687,46,0.533,0.08,Medium,1.8399629038691665
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,8013.0,2025,5988.0,0.789,1481,45,0.452,0.253,Low,1.1264143017596406
823845783,Existing Customer,53,M,2,,Married,$120K +,Blue,49,6,2,3,3386.0,1984,1402.0,0.573,1318,37,0.194,0.586,Low,1.492982634376846
711748983,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,17,3,3,2,7906.0,1631,6275.0,0.889,1946,45,0.552,0.206,Low,1.4030897040222614
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,3,0,11501.0,713,10788.0,0.84,1481,41,0.519,0.062,Low,0.930998382749326
710492733,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,4,1,2,13632.0,1482,12150.0,0.893,2168,42,2.5,0.109,Low,0.7544144366197183
779016408,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229.0,1791,438.0,1.139,1583,32,0.6,0.803,Low,1.301649798115747
717787533,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,4,1,1,5158.0,2190,2968.0,0.426,1229,34,0.478,0.425,Low,0.7123749515316014
714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,3,0,2158.0,1729,429.0,1.1,1718,42,0.448,0.801,Low,1.3005614457831323
823535133,Existing Customer,45,M,2,Uneducated,,$80K - $120K,Blue,41,6,2,2,23271.0,1262,22009.0,0.718,1402,34,0.889,0.054,Low,1.0270691762279232
708455883,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,10244.0,861,9383.0,0.78,1127,29,0.381,0.084,Low,1.3420147598594296
780095808,Existing Customer,43,M,3,,Divorced,$60K - $80K,Blue,30,3,2,1,2588.0,1669,919.0,0.788,1053,31,0.55,0.645,Low,1.1224698608964452
709207458,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747.0,1603,9144.0,0.471,1340,25,0.923,0.149,Low,1.2745473713594493
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474.0,0,7474.0,0.858,732,21,0.615,0.0,Low,1.0999999999999999
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555.0,0,3555.0,0.813,2346,71,0.651,0.0,Low,0.9000000000000001
721301733,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38,6,3,2,22140.0,733,21407.0,0.987,1580,45,0.667,0.033,Low,1.316532249322493
711927108,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,9457.0,350,9107.0,1.024,1196,28,0.333,0.037,Medium,1.7185028867505552
718083483,Existing Customer,42,M,3,Uneducated,,Less than $40K,Blue,35,4,5,0,6218.0,2134,4084.0,1.25,2086,50,0.786,0.343,Medium,1.6715591508523642
717548358,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580.0,2265,315.0,0.824,1665,57,0.629,0.878,Medium,1.5389720930232558
816829608,Existing Customer,44,M,2,,Married,$80K - $120K,Blue,39,6,2,2,1438.3,0,1438.3,0.871,1495,39,0.393,0.0,Low,1.0
713936583,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6,3,1,6224.0,1892,4332.0,0.983,2187,58,0.657,0.304,Low,1.2519953727506425
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093.0,2517,576.0,0.855,1371,23,0.917,0.814,Medium,1.5069319107662462
793889508,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076.0,0,4076.0,0.808,1235,37,0.682,0.0,Medium,1.5
714648933,Existing Customer,55,F,3,Graduate,Married,abc,Blue,36,3,2,0,4861.0,1123,3738.0,0.938,1556,40,0.538,0.231,Low,0.7155067270109031
711556533,Existing Customer,43,F,1,Graduate,,abc,Blue,36,6,3,3,9851.0,0,9851.0,1.034,1212,24,0.6,0.0,Medium,1.5
717420333,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26,4,3,2,7349.0,2517,4832.0,0.877,2701,60,0.714,0.342,Low,1.4711486732888828
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853.0,2420,433.0,0.858,1750,47,0.808,0.848,Medium,1.9240689800210304
714311583,Existing Customer,46,F,4,Graduate,Single,abc,Blue,36,4,3,2,17023.0,1084,15939.0,0.928,1610,43,0.387,0.064,Low,1.3319035657639662
717707133,Existing Customer,32,M,1,,Single,$40K - $60K,Blue,24,6,2,3,10060.0,2322,7738.0,0.894,2184,63,1.032,0.231,Low,1.3154445328031812
716043258,Existing Customer,53,M,3,,Married,$40K - $60K,Blue,41,6,1,2,1595.0,870,725.0,0.694,1745,41,0.577,0.545,Low,0.9726363636363635
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,2,1,8475.0,1385,7090.0,0.611,1381,40,0.481,0.163,Low,0.8816265486725664
718909158,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559.0,658,4901.0,0.627,1793,37,0.947,0.118,Medium,1.5591099838100377
719471433,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2917.0,2127,790.0,1.074,1831,36,1.0,0.729,Medium,1.6645521426122727
712763808,Existing Customer,38,M,2,,Single,$60K - $80K,Blue,36,3,3,3,6692.0,2037,4655.0,0.401,1468,36,0.241,0.304,Medium,1.6521179916317992
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551.0,1067,7484.0,0.931,1097,32,0.778,0.125,Low,1.2624342182200914
719788833,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,10569.0,0,10569.0,0.838,1682,44,1.0,0.0,Low,1.2000000000000002
715168983,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,2,7051.0,0,7051.0,0.527,1451,37,0.194,0.0,Low,1.0
714306258,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,10117.0,2242,7875.0,0.662,1509,44,0.467,0.222,Low,0.9108821587427103
713828208,Existing Customer,47,M,2,Uneducated,,$60K - $80K,Blue,36,6,2,1,8311.0,0,8311.0,0.584,1895,57,0.425,0.0,Low,0.8
710574558,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41,5,3,2,26442.0,1642,24800.0,0.651,1403,40,0.429,0.062,Low,1.3310294531427274
710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,4920.0,1142,3778.0,0.507,1420,31,0.348,0.232,Low,1.2160341463414632
711113958,Existing Customer,37,F,3,,Married,Less than $40K,Blue,25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469,Low,1.0343826322742127
718923858,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750.0,1204,25546.0,0.428,1131,29,0.318,0.045,Low,1.0225028037383177
752666508,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,34516.0,1347,33169.0,0.801,1005,22,1.0,0.039,Medium,1.5195076138602388
712672083,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,3,2,1438.3,747,691.3,0.491,948,24,0.714,0.519,Medium,1.5596089411110339
719863758,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,1869.0,758,1111.0,0.91,1549,34,0.478,0.406,Low,1.202869341894061
720990183,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,36,5,2,3,14539.0,0,14539.0,0.907,965,26,0.529,0.0,Low,1.2000000000000002
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,26977.0,1961,25016.0,0.641,1958,41,1.05,0.073,Low,0.9364074656188606
721250358,Existing Customer,50,M,2,,Married,$40K - $60K,Blue,36,3,1,3,5426.0,1478,3948.0,0.664,1266,22,0.571,0.272,Low,1.0361176557316625
779773533,Existing Customer,50,F,3,,Married,Less than $40K,Blue,34,6,1,3,7623.0,2517,5106.0,1.007,1367,29,1.071,0.33,Low,1.065055489964581
708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844.0,1576,3268.0,0.809,1489,48,0.6,0.325,Medium,1.6626052848885218
713967783,Existing Customer,62,F,0,,Married,abc,Blue,52,6,1,1,2683.0,1707,976.0,1.254,1582,33,0.941,0.636,Low,0.8180684308609765
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,22,3,1,2,3214.0,2257,957.0,1.279,2516,42,0.75,0.702,Low,1.0510720597386434
759823158,Existing Customer,46,M,1,,Married,$60K - $80K,Blue,39,4,3,3,5374.0,2324,3050.0,0.423,1557,49,0.4,0.432,Medium,1.7161357647934499
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,5,3,3,8004.0,1452,6552.0,0.929,1084,32,0.524,0.181,Medium,1.5906227886056972
789528183,Existing Customer,39,F,2,Graduate,Married,abc,Blue,31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693,Medium,1.5465538343878191
708895158,Existing Customer,46,M,2,,Married,$80K - $120K,Blue,34,3,3,3,2925.0,2365,560.0,0.691,1371,30,0.579,0.809,Medium,1.9043641025641025
824805858,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,35,5,3,3,9235.0,1479,7756.0,0.843,1537,49,0.581,0.16,Medium,1.580045479155387
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837.0,2103,6734.0,0.559,3753,60,0.875,0.238,Low,1.0189930066764739
787595658,Existing Customer,57,F,3,,Single,Less than $40K,Blue,29,6,1,1,8801.0,1421,7380.0,0.568,1104,31,0.292,0.161,Low,0.5806376775366435
720244983,Existing Customer,40,M,3,,Single,$40K - $60K,Blue,28,4,1,1,3563.0,1707,1856.0,0.506,1482,42,0.312,0.479,Low,0.7395271961829918
713220258,Existing Customer,65,F,0,High School,Married,abc,Blue,36,4,3,2,8138.0,2104,6034.0,0.837,1299,29,0.812,0.259,Low,1.4293620545588595
813469458,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,Medium,1.7339740527011056
788939358,Existing Customer,47,M,2,High School,,$60K - $80K,Blue,33,4,2,2,2458.0,1399,1059.0,0.739,1563,40,1.222,0.569,Low,1.2845485760781121
718870158,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,34,5,2,3,4592.0,1635,2957.0,0.952,1772,52,0.486,0.356,Low,1.3780162020905924
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0.0,Low,0.9000000000000001
711809283,Existing Customer,31,M,1,,Married,Less than $40K,Blue,36,3,3,3,1868.0,1515,353.0,1.359,2229,35,0.667,0.811,Medium,1.9055083511777302
816513108,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,3,1,2,5269.0,1099,4170.0,1.178,2195,63,0.969,0.209,Low,0.8043735433668628
718594608,Existing Customer,43,F,2,Post-Graduate,Married,abc,Blue,36,3,3,3,20156.0,1759,18397.0,0.476,1362,28,0.556,0.087,Medium,1.543580789839254
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35,4,3,2,7410.0,2517,4893.0,1.924,2398,37,1.176,0.34,Low,1.469902834008097
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44,3,2,3,12163.0,2082,10081.0,1.554,2649,56,0.697,0.171,Low,1.2855524623859247
788485908,Existing Customer,44,M,3,,Married,$60K - $80K,Blue,37,3,2,3,6224.0,0,6224.0,0.738,1463,34,0.889,0.0,Low,1.2000000000000002
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,4250.0,1095,3155.0,0.947,1174,27,0.8,0.258,Medium,1.6288941176470588
710793783,Existing Customer,53,F,3,Graduate,Married,abc,Blue,40,6,3,1,12059.0,1978,10081.0,0.877,1836,36,0.895,0.164,Low,1.182008060369848
794340033,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,5,1,3,2799.0,1762,1037.0,0.986,1817,39,0.56,0.63,Low,1.2148531618435157
716462658,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,36,3,1,1,18037.0,0,18037.0,0.74,1387,36,0.333,0.0,Low,0.5
718050033,Existing Customer,54,M,2,College,Married,$120K +,Blue,43,3,2,3,5657.0,1719,3938.0,0.606,2028,55,0.667,0.304,Low,1.351961392964469
714023808,Existing Customer,42,F,2,Graduate,Married,abc,Blue,33,6,1,1,13770.0,2517,11253.0,0.788,1582,36,0.385,0.183,Low,0.5914366013071896
716341833,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,44,6,2,3,4646.0,1730,2916.0,0.683,1774,37,0.85,0.372,Low,1.3861089969866554
719648358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,2514.0,1521,993.0,0.638,1636,36,0.385,0.605,Low,1.4025035799522672
816600933,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,14501.0,0,14501.0,0.854,1031,25,0.389,0.0,Low,1.2000000000000002
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,1,3,3,8663.0,288,8375.0,0.639,916,33,0.32,0.033,Medium,1.5165734503058985
713095533,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333.0,1485,848.0,0.692,1198,31,0.722,0.637,Medium,1.8183558508358337
809967783,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,3038.0,1539,1499.0,0.707,2189,54,0.688,0.507,Medium,2.3533749835418036
715848408,Existing Customer,61,M,1,Graduate,,$80K - $120K,Blue,52,6,6,1,8851.0,0,8851.0,0.731,1257,36,0.44,0.0,Medium,1.9999999999999998
714414483,Existing Customer,54,F,0,,Married,Less than $40K,Blue,44,6,3,1,2945.0,2206,739.0,0.983,1503,35,0.842,0.749,Low,1.4745198641765702
708655983,Existing Customer,49,F,3,High School,Divorced,abc,Blue,40,3,3,2,5267.0,0,5267.0,0.442,1353,24,0.263,0.0,Low,1.2999999999999998
720426708,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,8512.0,0,8512.0,1.038,811,27,1.25,0.0,Low,0.9000000000000001
713743158,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063.0,1714,17349.0,0.786,1270,21,0.615,0.09,Low,1.3449737187221318
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,5376.0,1177,4199.0,0.939,1840,53,0.606,0.219,Medium,1.6094808035714285
779149683,Existing Customer,30,F,0,Graduate,Divorced,abc,Blue,13,5,1,2,7772.0,1890,5882.0,0.754,2585,75,0.829,0.243,Low,0.8215541945445187
714970458,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,9173.0,2047,7126.0,1.419,1807,33,0.737,0.223,Low,0.6115464733456883
719070108,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,34516.0,1726,32790.0,0.867,1729,52,0.677,0.05,Low,0.9250017383242556
715490733,Existing Customer,54,F,3,Uneducated,Single,abc,Blue,36,5,1,2,11975.0,1542,10433.0,0.77,1211,35,0.4,0.129,Low,0.7644304801670146
714989583,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15405.0,1691,13714.0,0.814,1763,44,0.189,0.11,Low,1.254930866601753
820355433,Existing Customer,43,M,3,,Single,$40K - $60K,Blue,38,6,1,1,2615.0,0,2615.0,0.589,1395,34,0.259,0.0,Low,0.5
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,25,6,1,2,23991.0,2307,21684.0,0.912,1843,43,0.72,0.096,Low,0.7480483181192947
710370483,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,31,4,3,3,1888.0,1292,596.0,0.772,1517,33,1.357,0.684,Medium,1.8420966101694916
778573233,Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,54,3,2,2,3102.0,2091,1011.0,0.704,1977,50,1.0,0.674,Low,1.3370243713733077
708833133,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170.0,2517,653.0,1.301,2027,49,0.815,0.794,Low,1.3970018927444796
719885883,Existing Customer,53,M,3,College,Single,$120K +,Blue,36,6,2,0,34516.0,1901,32615.0,0.914,1497,43,1.15,0.055,Low,0.627522772047746
712523283,Existing Customer,55,M,2,,Married,$120K +,Blue,41,4,3,2,14938.0,0,14938.0,0.49,1134,31,0.632,0.0,Low,1.2999999999999998
711309033,Existing Customer,41,M,2,,Single,$60K - $80K,Blue,24,6,2,2,17298.0,2310,14988.0,0.844,3663,65,0.806,0.134,Low,1.0668624349635796
708134283,Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131.0,629,2502.0,0.749,1483,31,0.632,0.201,Medium,1.6004682848930054
720147633,Existing Customer,61,M,1,,Single,$40K - $60K,Blue,47,3,2,2,11915.0,1631,10284.0,0.748,1956,63,0.537,0.137,Low,1.0684658833403273
708983658,Attrited Customer,51,M,2,Uneducated,Single,$120K +,Blue,39,3,3,1,16868.0,0,16868.0,0.938,940,25,0.471,0.0,Low,1.0999999999999999
766285608,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,35,4,3,3,3266.0,1900,1366.0,1.568,2183,56,0.75,0.582,Medium,1.7909254133496633
779715108,Existing Customer,46,M,2,,Divorced,$80K - $120K,Blue,30,3,3,3,2770.0,1286,1484.0,1.068,2920,74,0.721,0.464,Medium,1.7320779783393503
798035358,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,40,3,2,2,3556.0,2172,1384.0,0.402,1221,41,0.708,0.611,Low,1.3054395950506188
719391783,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149.0,1566,7583.0,0.971,1790,60,0.765,0.171,Low,1.0855498743032026
809342208,Existing Customer,26,M,0,Graduate,Single,abc,Blue,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0.0,Low,0.7
780713058,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,35,4,3,3,14701.0,1635,13066.0,0.618,3490,69,0.533,0.111,Medium,1.5555650772056322
779338683,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Blue,44,5,2,2,14825.0,962,13863.0,0.76,1904,49,0.531,0.065,Low,1.032467116357504
783387783,Existing Customer,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,49,4,5,3,10127.0,1873,8254.0,0.573,1647,53,0.472,0.185,Medium,2.1924853362298804
787800108,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,45,5,1,2,2929.0,2431,498.0,1.632,1903,39,0.625,0.83,Low,1.1149928303175145
721397808,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,24,5,2,0,3735.0,1176,2559.0,1.184,1564,41,0.708,0.315,Low,0.7574578313253011
778698408,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,2930.0,2024,906.0,0.903,1686,34,0.7,0.691,Low,1.045435494880546
709545333,Existing Customer,33,F,4,High School,Single,abc,Blue,29,6,2,3,12716.0,1496,11220.0,1.032,2412,64,0.6,0.118,Low,1.2588941176470592
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120.0,1805,20315.0,0.65,3981,65,0.667,0.082,Low,1.0408801084990957
717835908,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,Medium,1.7366426892859625
719466558,Existing Customer,60,F,0,High School,Single,abc,Blue,36,3,2,2,4546.0,0,4546.0,0.66,1361,34,0.308,0.0,Low,1.0
778663458,Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,47,3,2,1,1759.0,0,1759.0,1.058,821,18,0.5,0.0,Low,0.8
716024808,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829.0,2418,2411.0,0.601,938,21,0.4,0.501,Medium,1.75041743632222
713008308,Existing Customer,59,F,0,,Married,Less than $40K,Blue,47,5,3,2,7692.0,1678,6014.0,1.423,1861,42,0.5,0.218,Low,1.4090446177847114
794831733,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,4,3,2,2156.0,1208,948.0,0.569,1345,28,0.647,0.56,Medium,1.5800890538033394
713854608,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,3,3,9521.0,1669,7852.0,1.308,2444,63,0.4,0.175,Medium,1.587589013759059
715993608,Existing Customer,51,M,2,College,Single,$120K +,Blue,41,6,3,2,26714.0,2517,24197.0,0.758,1686,50,0.724,0.094,Low,1.3470660777120609
789368658,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,47,6,2,3,2092.0,1387,705.0,0.731,1468,30,0.304,0.663,Medium,1.531500573613767
802817358,Existing Customer,38,F,3,High School,Married,abc,Blue,32,4,2,1,11594.0,2072,9522.0,0.983,2320,51,0.594,0.179,Low,0.8894139382439192
708098133,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,2834.0,1418,1416.0,1.458,1598,39,0.773,0.5,Low,0.5501058574453069
